support,promoters,formula,predicted_max_yield,ensemble_std,nn_distance,min_element_support,tier
Ba,Cs+Mo+V,Ba(90.0) Cs(3.33) Mo(3.33) V(3.33),16.645,0.13,2.094,73,IN_SUPPORT
Ba,Y+Tb+Eu,Ba(90.0) Y(3.33) Tb(3.33) Eu(3.33),16.643,0.148,4.072,74,IN_SUPPORT
Ba,Mo+Ca,Ba(93.3) Mo(3.33) Ca(3.33),16.642,0.16,0.222,121,IN_SUPPORT
Ba,Li+Zn,Ba(93.3) Li(3.33) Zn(3.33),16.641,0.104,2.547,111,IN_SUPPORT
Ba,Na+Eu+Zr,Ba(90.0) Na(3.33) Eu(3.33) Zr(3.33),16.64,0.149,2.914,74,IN_SUPPORT
Ba,Li+Fe,Ba(93.3) Li(3.33) Fe(3.33),16.637,0.165,2.493,96,IN_SUPPORT
Ba,Cs+Y+La,Ba(90.0) Cs(3.33) Y(3.33) La(3.33),16.635,0.17,0.138,84,IN_SUPPORT
Ba,Zn+Tb+Sr,Ba(90.0) Zn(3.33) Tb(3.33) Sr(3.33),16.634,0.108,4.109,67,IN_SUPPORT
Ba,Li+Na+Eu,Ba(90.0) Li(3.33) Na(3.33) Eu(3.33),16.634,0.207,3.836,74,IN_SUPPORT
Ba,Na+Tb+Eu,Ba(90.0) Na(3.33) Tb(3.33) Eu(3.33),16.628,0.154,4.346,74,EXTRAPOLATIVE
Ba,K+Eu,Ba(93.3) K(3.33) Eu(3.33),16.628,0.11,2.973,74,IN_SUPPORT
Ba,W+Ce+Eu,Ba(90.0) W(3.33) Ce(3.33) Eu(3.33),16.628,0.154,0.227,74,IN_SUPPORT
Ba,Nd+Mg+Eu,Ba(90.0) Nd(3.33) Mg(3.33) Eu(3.33),16.627,0.13,3.06,74,IN_SUPPORT
Ba,K+La+Sr,Ba(90.0) K(3.33) La(3.33) Sr(3.33),16.627,0.112,2.969,67,IN_SUPPORT
Ba,Ce+La+Eu,Ba(90.0) Ce(3.33) La(3.33) Eu(3.33),16.627,0.181,0.269,74,IN_SUPPORT
Ba,W+K+Sr,Ba(90.0) W(3.33) K(3.33) Sr(3.33),16.624,0.108,3.414,67,IN_SUPPORT
Ba,Fe+Na+Sr,Ba(90.0) Fe(3.33) Na(3.33) Sr(3.33),16.62,0.148,3.417,67,IN_SUPPORT
Ba,Fe+Nd+Ti,Ba(90.0) Fe(3.33) Nd(3.33) Ti(3.33),16.616,0.162,0.153,83,IN_SUPPORT
Ba,W+Y,Ba(93.3) W(3.33) Y(3.33),16.615,0.119,2.293,84,IN_SUPPORT
Ba,W+Cs,Ba(93.3) W(3.33) Cs(3.33),16.615,0.106,0.137,130,IN_SUPPORT
Ba,Zn+Na+Sr,Ba(90.0) Zn(3.33) Na(3.33) Sr(3.33),16.61,0.182,3.416,67,IN_SUPPORT
Ba,Nd+La,Ba(93.3) Nd(3.33) La(3.33),16.61,0.137,0.188,83,IN_SUPPORT
Ba,Y+Mg+La,Ba(90.0) Y(3.33) Mg(3.33) La(3.33),16.609,0.161,0.157,84,IN_SUPPORT
Ba,W+Li+K,Ba(90.0) W(3.33) Li(3.33) K(3.33),16.609,0.069,2.493,95,IN_SUPPORT
Ba,Mo+Li+Ce,Ba(90.0) Mo(3.33) Li(3.33) Ce(3.33),16.607,0.112,0.188,113,IN_SUPPORT
Ba,Fe+Y+Mg,Ba(90.0) Fe(3.33) Y(3.33) Mg(3.33),16.607,0.176,3.033,84,IN_SUPPORT
Ba,Fe+Ce+Eu,Ba(90.0) Fe(3.33) Ce(3.33) Eu(3.33),16.606,0.127,2.438,74,IN_SUPPORT
Ba,Zn+Sr,Ba(93.3) Zn(3.33) Sr(3.33),16.606,0.108,2.547,67,IN_SUPPORT
Ba,Mo+Ce+Y,Ba(90.0) Mo(3.33) Ce(3.33) Y(3.33),16.605,0.13,2.443,84,IN_SUPPORT
Ba,Mo+Mg+Ca,Ba(90.0) Mo(3.33) Mg(3.33) Ca(3.33),16.604,0.16,0.299,121,IN_SUPPORT
Ba,Cs+Na+Ti,Ba(90.0) Cs(3.33) Na(3.33) Ti(3.33),16.604,0.135,2.09,80,IN_SUPPORT
Ba,Ce+La+Zr,Ba(90.0) Ce(3.33) La(3.33) Zr(3.33),16.603,0.173,0.2,136,IN_SUPPORT
Ba,Cs+La+Sr,Ba(90.0) Cs(3.33) La(3.33) Sr(3.33),16.602,0.231,2.09,67,IN_SUPPORT
Ba,K+Na+La,Ba(90.0) K(3.33) Na(3.33) La(3.33),16.6,0.126,0.196,80,IN_SUPPORT
Ba,Li+Tb+Eu,Ba(90.0) Li(3.33) Tb(3.33) Eu(3.33),16.6,0.162,3.978,74,IN_SUPPORT
Ba,W+Cs+Ca,Ba(90.0) W(3.33) Cs(3.33) Ca(3.33),16.598,0.153,0.157,130,IN_SUPPORT
Ba,Cs+Sr+Zr,Ba(90.0) Cs(3.33) Sr(3.33) Zr(3.33),16.598,0.138,2.09,67,IN_SUPPORT
Ba,Cs+Fe+Mg,Ba(90.0) Cs(3.33) Fe(3.33) Mg(3.33),16.597,0.134,2.092,96,IN_SUPPORT
Ba,W+Nd+Na,Ba(90.0) W(3.33) Nd(3.33) Na(3.33),16.596,0.102,3.706,80,IN_SUPPORT
Ba,Cs+Nd+Eu,Ba(90.0) Cs(3.33) Nd(3.33) Eu(3.33),16.595,0.106,3.116,74,IN_SUPPORT
Ba,Mo+Li+Ca,Ba(90.0) Mo(3.33) Li(3.33) Ca(3.33),16.595,0.112,0.142,113,IN_SUPPORT
Ba,Li+Fe+Sr,Ba(90.0) Li(3.33) Fe(3.33) Sr(3.33),16.591,0.217,3.927,67,IN_SUPPORT
Ba,Fe+Tb+Zr,Ba(90.0) Fe(3.33) Tb(3.33) Zr(3.33),16.589,0.16,3.226,75,IN_SUPPORT
Ba,Fe+Tb+Ti,Ba(90.0) Fe(3.33) Tb(3.33) Ti(3.33),16.589,0.188,3.226,75,IN_SUPPORT
Ba,Fe+Nd+Tb,Ba(90.0) Fe(3.33) Nd(3.33) Tb(3.33),16.588,0.176,3.223,75,IN_SUPPORT
Ba,W+Zr,Ba(93.3) W(3.33) Zr(3.33),16.585,0.125,0.182,135,IN_SUPPORT
Ba,Cs+La+Zr,Ba(90.0) Cs(3.33) La(3.33) Zr(3.33),16.585,0.256,0.177,130,IN_SUPPORT
Ba,Li+Nd+La,Ba(90.0) Li(3.33) Nd(3.33) La(3.33),16.582,0.136,0.138,83,IN_SUPPORT
Ba,Li+Fe+Y,Ba(90.0) Li(3.33) Fe(3.33) Y(3.33),16.582,0.165,3.927,84,IN_SUPPORT
Ba,W+Nd+Tb,Ba(90.0) W(3.33) Nd(3.33) Tb(3.33),16.582,0.1,3.114,75,IN_SUPPORT
Ba,Nd+Mg+La,Ba(90.0) Nd(3.33) Mg(3.33) La(3.33),16.581,0.186,0.172,83,IN_SUPPORT
Ba,Nd+Na+Eu,Ba(90.0) Nd(3.33) Na(3.33) Eu(3.33),16.58,0.136,4.226,74,IN_SUPPORT
Ba,W+Zn+Ca,Ba(90.0) W(3.33) Zn(3.33) Ca(3.33),16.573,0.108,2.548,111,IN_SUPPORT
Ba,K+Eu+Sr,Ba(90.0) K(3.33) Eu(3.33) Sr(3.33),16.571,0.12,4.263,67,IN_SUPPORT
Ba,Mo+Na+Ca,Ba(90.0) Mo(3.33) Na(3.33) Ca(3.33),16.571,0.169,2.09,80,IN_SUPPORT
Ba,Mo+Li+V,Ba(90.0) Mo(3.33) Li(3.33) V(3.33),16.569,0.057,2.497,73,IN_SUPPORT
Ba,Cs+Zn+Na,Ba(90.0) Cs(3.33) Zn(3.33) Na(3.33),16.567,0.148,2.092,80,IN_SUPPORT
Ba,W+K+Tb,Ba(90.0) W(3.33) K(3.33) Tb(3.33),16.567,0.139,2.969,75,IN_SUPPORT
Ba,Zn+Nd+Mg,Ba(90.0) Zn(3.33) Nd(3.33) Mg(3.33),16.567,0.096,2.29,83,IN_SUPPORT
Ba,Fe+Nd+Mg,Ba(90.0) Fe(3.33) Nd(3.33) Mg(3.33),16.565,0.141,0.177,83,IN_SUPPORT
Ba,W+Li+Sr,Ba(90.0) W(3.33) Li(3.33) Sr(3.33),16.565,0.146,3.384,67,IN_SUPPORT
Ba,La+Eu+V,Ba(90.0) La(3.33) Eu(3.33) V(3.33),16.563,0.158,0.157,73,IN_SUPPORT
Ba,Li+Mg+Eu,Ba(90.0) Li(3.33) Mg(3.33) Eu(3.33),16.563,0.155,2.493,74,IN_SUPPORT
Ba,Li+Eu+Ti,Ba(90.0) Li(3.33) Eu(3.33) Ti(3.33),16.563,0.225,2.5,74,IN_SUPPORT
Ba,W+Fe+Ce,Ba(90.0) W(3.33) Fe(3.33) Ce(3.33),16.562,0.112,2.289,96,IN_SUPPORT
Ba,Zn+Y+Tb,Ba(90.0) Zn(3.33) Y(3.33) Tb(3.33),16.556,0.085,4.109,75,IN_SUPPORT
Ba,W+Li+Na,Ba(90.0) W(3.33) Li(3.33) Na(3.33),16.554,0.122,2.913,80,IN_SUPPORT
Ba,La+Zr,Ba(93.3) La(3.33) Zr(3.33),16.553,0.134,0.138,165,IN_SUPPORT
Ba,Mg+Sr+Zr,Ba(90.0) Mg(3.33) Sr(3.33) Zr(3.33),16.552,0.157,0.161,67,IN_SUPPORT
Ba,Ce+La+Ti,Ba(90.0) Ce(3.33) La(3.33) Ti(3.33),16.549,0.142,0.2,136,IN_SUPPORT
Ba,W+Cs+Mg,Ba(90.0) W(3.33) Cs(3.33) Mg(3.33),16.547,0.087,0.177,130,IN_SUPPORT
Ba,Zn+Y+Mg,Ba(90.0) Zn(3.33) Y(3.33) Mg(3.33),16.546,0.126,2.548,84,IN_SUPPORT
Ba,W+Eu+V,Ba(90.0) W(3.33) Eu(3.33) V(3.33),16.54,0.102,2.288,73,IN_SUPPORT
Ba,W+Tb+Sr,Ba(90.0) W(3.33) Tb(3.33) Sr(3.33),16.54,0.142,3.414,67,IN_SUPPORT
Ba,Y+Mg+Eu,Ba(90.0) Y(3.33) Mg(3.33) Eu(3.33),16.536,0.186,2.495,74,IN_SUPPORT
Ba,La+Sr+Ca,Ba(90.0) La(3.33) Sr(3.33) Ca(3.33),16.536,0.199,0.161,67,IN_SUPPORT
Ba,Cs+Tb+Ti,Ba(90.0) Cs(3.33) Tb(3.33) Ti(3.33),16.535,0.11,3.095,75,IN_SUPPORT
Ba,Mo+Nd+Ca,Ba(90.0) Mo(3.33) Nd(3.33) Ca(3.33),16.535,0.171,2.443,83,IN_SUPPORT
Ba,Zn+Ce+La,Ba(90.0) Zn(3.33) Ce(3.33) La(3.33),16.533,0.214,2.443,111,IN_SUPPORT
Ba,Y+Eu+Zr,Ba(90.0) Y(3.33) Eu(3.33) Zr(3.33),16.527,0.128,2.494,74,IN_SUPPORT
Ba,Eu+Zr,Ba(93.3) Eu(3.33) Zr(3.33),16.527,0.094,0.164,74,IN_SUPPORT
Ba,Cs+Zn+La,Ba(90.0) Cs(3.33) Zn(3.33) La(3.33),16.524,0.211,2.552,111,IN_SUPPORT
Ba,Y+Sr+Zr,Ba(90.0) Y(3.33) Sr(3.33) Zr(3.33),16.524,0.126,3.338,67,IN_SUPPORT
Ba,Mo+V,Ba(93.3) Mo(3.33) V(3.33),16.523,0.151,0.188,73,IN_SUPPORT
Ba,Cs+Eu+Zr,Ba(90.0) Cs(3.33) Eu(3.33) Zr(3.33),16.522,0.108,0.188,74,IN_SUPPORT
Ba,Cs+Zn+Zr,Ba(90.0) Cs(3.33) Zn(3.33) Zr(3.33),16.52,0.157,2.55,111,IN_SUPPORT
Ba,Ce+Y+La,Ba(90.0) Ce(3.33) Y(3.33) La(3.33),16.519,0.115,0.257,84,IN_SUPPORT
Ba,Nd+Tb+Eu,Ba(90.0) Nd(3.33) Tb(3.33) Eu(3.33),16.518,0.105,3.943,74,IN_SUPPORT
Ba,W+Nd,Ba(93.3) W(3.33) Nd(3.33),16.517,0.124,2.293,83,IN_SUPPORT
Ba,Mg+Eu,Ba(93.3) Mg(3.33) Eu(3.33),16.517,0.134,0.141,74,IN_SUPPORT
Ba,Zn+Na,Ba(93.3) Zn(3.33) Na(3.33),16.516,0.147,0.164,80,IN_SUPPORT
